appid,name,content,positive_ratio
254840,Ground Control II: Operation Exodus,"Game: Ground Control II: Operation Exodus. Description: It’s 2741 and the universe is at war. The Terran Empire is laying siege to the NSA, a treaty of colonies that upholds freedom and democracy. After losing the battle in space, the NSA is forced to retreat to its last stronghold. Can you snatch victory from impending doom?. Genres: Strategy. Steamspy_tags: Strategy, RTS, Sci-fi. Categories: Single-player, Multi-player, Co-op",0.8461538461538461
254880,MoonBase Commander,"Game: MoonBase Commander. Description: Explore. Strategize. Conquer.In the far future, Mankind has nearly exhausted all of earth’s natural resources. Fragile alliances between nations are tested to their limits as fierce wars ignite across land and space.MoonBase Commander puts you in charge of your own lunar territory in a quest to build the most powerful empire in space.. Genres: Strategy. Steamspy_tags: Strategy, Turn-Based Strategy, Sci-fi. Categories: Single-player, Multi-player, Steam Trading Cards",0.90990990990991
254960,Silent Storm Gold Edition,"Game: Silent Storm Gold Edition. Description: Silent Storm from leading Russian developer Nival is a true 3D tactical turn-based Role-Playing-Game set against the backdrop of WWII. As the conflict rages on the frontlines, you’ll be leading a small multinational squad behind enemy lines to gather information and wreak havoc on your enemies while trying to thwart a mysterious new.... Genres: Action, RPG, Strategy. Steamspy_tags: Strategy, Turn-Based Tactics, RPG. Categories: Single-player",0.8979591836734694
255070,Abyss Odyssey,"Game: Abyss Odyssey. Description: From indie Chilean developer ACE Team comes a new side-scrolling action adventure game featuring a complex fighting engine in procedurally generated levels that destines its three warriors to battle a different abyss each time!. Genres: Action, Adventure, Indie. Steamspy_tags: Action, Platformer, Indie. Categories: Single-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",0.623094688221709
255220,GRID Autosport,"Game: GRID Autosport. Description: It’s all about the teams, the rivals and the race as you become driver for hire, specialising in your favourite disciplines or conquering them all in an intense world of professional motorsport.. Genres: Racing, Sports. Steamspy_tags: Racing, Sports, Simulation. Categories: Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Valve Anti-Cheat enabled, Steam Leaderboards",0.755281957744338
255260,Pro Cycling Manager 2014,"Game: Pro Cycling Manager 2014. Description: Take on the role of manager and lead one of the pro cycling circuit's 75 teams. Join an outstanding 2014 season with more than 200 competitions across 550 stages including the prestigious Tour de France.. Genres: Simulation. Steamspy_tags: Simulation, Sports, Cycling. Categories: Single-player, Multi-player",0.6583333333333333
255280,1954 Alcatraz,"Game: 1954 Alcatraz. Description: 1954: Alcatraz – The cash is out there. But who will get it?Joe's doing 40 years on Alcatraz for a heist on an armored truck. The loot is still hidden out there, but only Joe knows where it is. In the streets of San Francisco, Joe's ex-accomplices and his wife are eager to find the stolen money. Who will get their hands on the dough?. Genres: Adventure, Indie. Steamspy_tags: Adventure, Point & Click, Indie. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",0.7285115303983228
255300,Journey of a Roach,"Game: Journey of a Roach. Description: Nuclear war, post apocalypse, barren and lifeless wastelands.Lifeless? Not so much!Mutated insects have made their home in a bomb shelter and they're set on exploring the world.Let this point&amp;click adventure welcome you to a hilariously bizarre end time world and join the roaches Jim and Bud on their journey to the surface.. Genres: Adventure, Indie. Steamspy_tags: Adventure, Point & Click, Indie. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",0.8780068728522337
255320,Edna & Harvey: The Breakout,"Game: Edna & Harvey: The Breakout. Description: The award-winning debut adventure game from the creators of Deponia and The Whispered World now on Steam. Accompany young Edna and her talking stuffed bunny Harvey on a whacky attempt to escape from her padded cell. Experience a bizarre journey all across the insane asylum and far beyond its brick walls.. Genres: Adventure, Indie. Steamspy_tags: Point & Click, Adventure, Indie. Categories: Steam Achievements, Steam Trading Cards, Steam Cloud, Commentary available",0.8256189451022605
255340,Escape Goat 2,"Game: Escape Goat 2. Description: Escape Goat 2 is a puzzle platformer game where you use machinery, the environment, and a friendly mouse to progress through a dungeon.. Genres: Action, Casual, Indie. Steamspy_tags: Indie, Platformer, Puzzle. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor",0.970873786407767
255370,KickBeat Steam Edition,"Game: KickBeat Steam Edition. Description: From indie pioneers Zen Studios (makers of Pinball FX2 and CastleStorm) comes KickBeat, an innovative rhythm game with a Kung Fu theme, featuring fully 3D characters and high-energy music! You can use your own music to create custom KickBeat tracks, allowing you ultimate replayability!. Genres: Action, Indie. Steamspy_tags: Music, Action, Indie. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",0.6537931034482759
255390,Max: The Curse of Brotherhood,"Game: Max: The Curse of Brotherhood. Description: Max: The Curse of Brotherhood is a cinematic adventure filled with action-packed platforming and creative puzzle-solving. Armed with only a Magic Marker, Max must confront evil at every turn in a hostile and fantastical world in order to save his kid brother, Felix. Join Max on his great adventure!. Genres: Adventure. Steamspy_tags: Adventure, Platformer, Puzzle. Categories: Single-player, Steam Achievements, Full controller support, Steam Cloud",0.9480901077375122
255710,Cities: Skylines,"Game: Cities: Skylines. Description: Cities: Skylines is a modern take on the classic city simulation. The game introduces new game play elements to realize the thrill and hardships of creating and maintaining a real city whilst expanding on some well-established tropes of the city building experience.. Genres: Simulation, Strategy. Steamspy_tags: City Builder, Simulation, Building. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor",0.9183637401778189
255870,PixelJunk™ Shooter,"Game: PixelJunk™ Shooter. Description: In PixelJunk™ Shooter, you must pilot your spacecraft through a range of cavernous environments in a bid to save the scientists trapped underground. Making your way through the game will rely on your keen sense of observation and the ability to manipulate your surroundings.. Genres: Action. Steamspy_tags: Action, Local Co-Op, 2D. Categories: Single-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",0.9028925619834712
255960,Bad Mojo Redux,"Game: Bad Mojo Redux. Description: Enter a world of perilous puzzles and bizarre perspectives--as a cockroach. What you discover may shock you. What you don't may kill you. Either way, you won't come out the same person. You may not even come out a person at all.. Genres: Adventure, Simulation. Steamspy_tags: Adventure, Simulation, FMV. Categories: Single-player",0.8555555555555555
256030,Shadows: Heretic Kingdoms,"Game: Shadows: Heretic Kingdoms. Description: Shadows is the next chapter in the Heretic Kingdoms saga. Experience an epic adventure with challenging gameplay, a gripping storyline and enchanting graphics. Take on the role of the Devourer, a demon that swallows the souls of the dead and then brings them back into the mortal realm as his puppets.... Genres: Indie, RPG. Steamspy_tags: RPG, Hack and Slash, Story Rich. Categories: Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Stats",0.6270718232044199
256070,Truck Racer,"Game: Truck Racer. Description: Take control of five tons of metal and power, and floor it until you reach the finish line!Drive fully destructible trucks in Championship, Time Attack, Elimination and Quick Race. Get rid of opponents trying to block your way and make a reputation for yourself!. Genres: Racing. Steamspy_tags: Racing, Action. Categories: Single-player, Multi-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards",0.7383720930232558
256190,Enemy Front,"Game: Enemy Front. Description: ENEMY FRONT is the first truly modern WW2 FPS, featuring stunning visuals, open-ended levels and a richly interactive combat experience that breaks out of the standard model of highly linear scripted FPS experiences, giving the player full freedom to own their playing style.. Genres: Action. Steamspy_tags: Action, FPS, World War II. Categories: Single-player, Multi-player, Steam Achievements, Partial Controller Support",0.6286931818181818
256290,Child of Light,"Game: Child of Light. Description: Aurora, a young girl from 1895 Austria, awakens on the lost fairytale continent of Lemuria. To return home she must fight against the dark creatures of the Queen of the Night, who have stolen the sun, the moon and the stars. At stake is not only Lemuria, but Aurora’s true destiny.. Genres: RPG. Steamspy_tags: RPG, Fantasy, Great Soundtrack. Categories: Single-player, Shared/Split Screen, Partial Controller Support",0.930362636338212
256330,WRC 4 FIA World Rally Championship,"Game: WRC 4 FIA World Rally Championship. Description: Show off your style and win the FIA WORLD RALLY CHAMPIONSHIP 2013 season! Experience the 2013 season with the drivers, cars and courses of the WRC, WRC2, WRC3 and, for the first time, Junior WRC championships.. Genres: Racing. Steamspy_tags: Racing, Simulation, Offroad. Categories: Single-player, Multi-player, Steam Achievements, Partial Controller Support, Steam Cloud",0.6387614678899083
256370,MXGP - The Official Motocross Videogame,"Game: MXGP - The Official Motocross Videogame. Description: The only official MXGP videogame: all the riders and bikes from MX1 and MX2! Race on 1:1 scale official championship tracks. Career mode takes you from Debut Season to MX1. The game physics and dual stick control allow for separate control of bike and rider: unprecedented realism, in your hands.. Genres: Racing, Simulation, Sports. Steamspy_tags: Racing, Sports, Simulation. Categories: Single-player, Multi-player, Steam Achievements, Partial Controller Support, Steam Cloud",0.7795180722891566
